adjuster_id,employee_id,first_name,last_name,email,phone,license_number,license_state,specializations,hire_date,status,home_office_id,supervisor_email,max_active_claims
ADJ54967962,EMP76526104,Adj693,Smith,adjuster693@corp.com,555-6430,LIC22620576,WA,Fraud,2024-01-22,Inactive,OFF58660559,supervisor@corp.com,22
ADJ83451422,EMP53828300,Adj694,Smith,adjuster694@corp.com,555-6610,LIC78753937,FL,Fraud,2022-05-21,Inactive,OFF27316431,supervisor@corp.com,44
ADJ82718057,EMP13557893,Adj695,Smith,adjuster695@corp.com,555-5236,LIC64146401,FL,Fraud,2001-05-17,Active,OFF12689689,supervisor@corp.com,75
ADJ00279723,EMP61712965,Adj696,Smith,adjuster696@corp.com,555-8705,LIC91775812,FL,Property,2005-05-31,Inactive,OFF13053669,supervisor@corp.com,10
ADJ72217653,EMP45540961,Adj697,Smith,adjuster697@corp.com,555-5354,LIC71379055,MA,Property,2024-01-25,Inactive,OFF72898572,supervisor@corp.com,18
ADJ51418813,EMP59062354,Adj698,Smith,adjuster698@corp.com,555-2530,LIC07840893,FL,Fraud,2023-01-29,Inactive,OFF96762057,supervisor@corp.com,75
ADJ98179115,EMP74605598,Adj699,Smith,adjuster699@corp.com,555-3485,LIC95368845,CA,Property,2012-04-16,Inactive,OFF70052651,supervisor@corp.com,12
ADJ23445886,EMP50761950,Adj700,Smith,adjuster700@corp.com,555-2752,LIC09873552,WA,Fraud,2007-10-22,Inactive,OFF64822800,supervisor@corp.com,17
ADJ69520672,EMP63283741,Adj701,Smith,adjuster701@corp.com,555-7796,LIC23837156,IL,Property,2002-03-15,Inactive,OFF93971762,supervisor@corp.com,59
ADJ53530551,EMP18212353,Adj702,Smith,adjuster702@corp.com,555-5670,LIC68991633,NY,Auto,2002-03-03,Active,OFF32629008,supervisor@corp.com,95
ADJ81546221,EMP73690597,Adj703,Smith,adjuster703@corp.com,555-6458,LIC65379258,IL,Fraud,2019-05-14,Active,OFF20421628,supervisor@corp.com,88
ADJ14127058,EMP83436337,Adj704,Smith,adjuster704@corp.com,555-3738,LIC21285222,MA,Property,2006-11-18,Inactive,OFF50516672,supervisor@corp.com,91
ADJ12262767,EMP49654426,Adj705,Smith,adjuster705@corp.com,555-1513,LIC30769085,MA,Property,2008-10-13,Inactive,OFF65223968,supervisor@corp.com,53
ADJ04102769,EMP32019802,Adj706,Smith,adjuster706@corp.com,555-3360,LIC39842875,FL,Fraud,2016-02-29,Inactive,OFF58949565,supervisor@corp.com,26
ADJ52328295,EMP74708194,Adj707,Smith,adjuster707@corp.com,555-7325,LIC97139675,CA,Property,2014-06-18,Inactive,OFF84619001,supervisor@corp.com,98
ADJ00770651,EMP76226264,Adj708,Smith,adjuster708@corp.com,555-1483,LIC84699556,NY,Property,2021-07-30,Active,OFF07890149,supervisor@corp.com,47
ADJ09034665,EMP10406112,Adj709,Smith,adjuster709@corp.com,555-1843,LIC42672076,MA,Auto,2008-04-18,Inactive,OFF40616249,supervisor@corp.com,58
ADJ52084086,EMP09383951,Adj710,Smith,adjuster710@corp.com,555-5875,LIC18713432,MA,Property,2015-06-03,Inactive,OFF13455473,supervisor@corp.com,10
ADJ22903923,EMP30327319,Adj711,Smith,adjuster711@corp.com,555-6445,LIC77892419,NY,Property,2011-05-06,Active,OFF94879971,supervisor@corp.com,64
ADJ91932477,EMP50825605,Adj712,Smith,adjuster712@corp.com,555-6375,LIC14656868,CA,Property,2017-04-21,Active,OFF30153471,supervisor@corp.com,85
ADJ13993452,EMP04690525,Adj713,Smith,adjuster713@corp.com,555-6026,LIC93299778,MA,Auto,2009-10-03,Active,OFF97480538,supervisor@corp.com,44
ADJ21974877,EMP83061436,Adj714,Smith,adjuster714@corp.com,555-1961,LIC15719440,WA,Auto,2001-02-08,Active,OFF12229856,supervisor@corp.com,27
ADJ85873098,EMP35358599,Adj715,Smith,adjuster715@corp.com,555-6355,LIC71870625,NY,Property,2013-02-24,Inactive,OFF60988475,supervisor@corp.com,22
ADJ65936319,EMP12429467,Adj716,Smith,adjuster716@corp.com,555-5410,LIC96148269,MA,Property,2003-10-15,Inactive,OFF03530349,supervisor@corp.com,59
ADJ56216867,EMP85281057,Adj717,Smith,adjuster717@corp.com,555-3064,LIC50758925,TX,Auto,2005-02-07,Active,OFF16805655,supervisor@corp.com,32
ADJ14818432,EMP28891875,Adj718,Smith,adjuster718@corp.com,555-9789,LIC21866913,IL,Fraud,2004-03-25,Active,OFF65435989,supervisor@corp.com,52
ADJ47101418,EMP14074496,Adj719,Smith,adjuster719@corp.com,555-7219,LIC81660389,TX,Auto,2007-02-17,Inactive,OFF42514831,supervisor@corp.com,82
ADJ61149405,EMP85730989,Adj720,Smith,adjuster720@corp.com,555-8592,LIC10560298,FL,Fraud,2020-11-15,Inactive,OFF77863917,supervisor@corp.com,48
ADJ73450358,EMP86830830,Adj721,Smith,adjuster721@corp.com,555-4826,LIC81569277,NY,Fraud,2018-03-17,Inactive,OFF34801965,supervisor@corp.com,82
ADJ71390069,EMP97202427,Adj722,Smith,adjuster722@corp.com,555-4586,LIC50508108,FL,Auto,2003-05-06,Inactive,OFF79615131,supervisor@corp.com,89
ADJ79521550,EMP64014245,Adj723,Smith,adjuster723@corp.com,555-8475,LIC89811532,NY,Auto,2023-10-26,Inactive,OFF69795258,supervisor@corp.com,14
ADJ65861875,EMP36284769,Adj724,Smith,adjuster724@corp.com,555-3956,LIC13284820,NY,Fraud,2024-12-09,Inactive,OFF22801082,supervisor@corp.com,35
ADJ08533926,EMP51738547,Adj725,Smith,adjuster725@corp.com,555-3711,LIC51264134,FL,Auto,2014-05-29,Active,OFF92574682,supervisor@corp.com,53
ADJ85766102,EMP92644789,Adj726,Smith,adjuster726@corp.com,555-2481,LIC02450224,FL,Auto,2008-03-26,Inactive,OFF99905594,supervisor@corp.com,79
ADJ38255929,EMP58028416,Adj727,Smith,adjuster727@corp.com,555-1964,LIC19080322,WA,Property,2001-05-08,Active,OFF70817417,supervisor@corp.com,46
ADJ79613508,EMP97659299,Adj728,Smith,adjuster728@corp.com,555-9664,LIC10638581,IL,Property,2022-01-18,Inactive,OFF61451828,supervisor@corp.com,17
ADJ87080151,EMP17873801,Adj729,Smith,adjuster729@corp.com,555-7978,LIC03956670,MA,Fraud,2010-05-24,Inactive,OFF88335950,supervisor@corp.com,33
ADJ06782900,EMP45902785,Adj730,Smith,adjuster730@corp.com,555-8956,LIC25332961,NY,Auto,2002-08-16,Inactive,OFF13490131,supervisor@corp.com,100
ADJ65444532,EMP04276175,Adj731,Smith,adjuster731@corp.com,555-8341,LIC06543428,MA,Auto,2014-07-10,Active,OFF13815535,supervisor@corp.com,44
ADJ80718556,EMP45330724,Adj732,Smith,adjuster732@corp.com,555-6380,LIC54447836,IL,Auto,2021-02-24,Inactive,OFF15408429,supervisor@corp.com,29
ADJ00309452,EMP59927680,Adj733,Smith,adjuster733@corp.com,555-8004,LIC67451171,NY,Property,2013-09-28,Inactive,OFF08974334,supervisor@corp.com,72
ADJ39014256,EMP30801022,Adj734,Smith,adjuster734@corp.com,555-4023,LIC84716240,NY,Fraud,2022-04-29,Inactive,OFF38347176,supervisor@corp.com,26
ADJ09865206,EMP53394339,Adj735,Smith,adjuster735@corp.com,555-3489,LIC90959133,IL,Fraud,2015-09-07,Inactive,OFF82570641,supervisor@corp.com,45
ADJ03967952,EMP46222592,Adj736,Smith,adjuster736@corp.com,555-5669,LIC23023085,NY,Property,2024-05-26,Active,OFF19795458,supervisor@corp.com,28
ADJ27203048,EMP87393708,Adj737,Smith,adjuster737@corp.com,555-6658,LIC41558696,MA,Property,2019-01-06,Inactive,OFF34427666,supervisor@corp.com,75
ADJ55538575,EMP59203233,Adj738,Smith,adjuster738@corp.com,555-4858,LIC66346000,FL,Fraud,2014-02-08,Active,OFF96078337,supervisor@corp.com,50
ADJ64780918,EMP96806376,Adj739,Smith,adjuster739@corp.com,555-5065,LIC01666769,TX,Fraud,2010-08-21,Active,OFF84239468,supervisor@corp.com,40
ADJ43146486,EMP22888413,Adj740,Smith,adjuster740@corp.com,555-1286,LIC55294766,IL,Property,2025-09-24,Active,OFF64028728,supervisor@corp.com,30
ADJ21586923,EMP78791583,Adj741,Smith,adjuster741@corp.com,555-7797,LIC69997709,FL,Auto,2021-03-17,Inactive,OFF45874377,supervisor@corp.com,51
ADJ98331427,EMP73411035,Adj742,Smith,adjuster742@corp.com,555-4375,LIC84992505,CA,Property,2003-10-17,Inactive,OFF51407332,supervisor@corp.com,68
ADJ28633887,EMP71742917,Adj743,Smith,adjuster743@corp.com,555-9970,LIC55843002,WA,Fraud,2019-03-23,Active,OFF86112303,supervisor@corp.com,82
ADJ17937315,EMP73271269,Adj744,Smith,adjuster744@corp.com,555-7691,LIC81240987,MA,Property,2012-02-28,Inactive,OFF27426049,supervisor@corp.com,97
ADJ17451551,EMP32207540,Adj745,Smith,adjuster745@corp.com,555-1471,LIC04399332,NY,Fraud,2014-09-19,Inactive,OFF73271552,supervisor@corp.com,23
ADJ48847133,EMP00548893,Adj746,Smith,adjuster746@corp.com,555-1250,LIC72577964,MA,Fraud,2016-02-22,Inactive,OFF28806761,supervisor@corp.com,25
ADJ46962693,EMP70890842,Adj747,Smith,adjuster747@corp.com,555-4181,LIC85413115,IL,Property,2004-01-11,Active,OFF84243758,supervisor@corp.com,63
ADJ02295240,EMP21602774,Adj748,Smith,adjuster748@corp.com,555-1144,LIC92187358,IL,Fraud,2014-03-22,Active,OFF13695421,supervisor@corp.com,76
ADJ14795249,EMP38173695,Adj749,Smith,adjuster749@corp.com,555-6397,LIC12518136,MA,Property,2024-12-26,Active,OFF48083313,supervisor@corp.com,51
ADJ04509614,EMP49175847,Adj750,Smith,adjuster750@corp.com,555-8303,LIC83625854,WA,Fraud,2023-04-07,Active,OFF61834669,supervisor@corp.com,42
ADJ61008582,EMP12343801,Adj751,Smith,adjuster751@corp.com,555-5650,LIC05203329,WA,Fraud,2003-01-12,Inactive,OFF74383924,supervisor@corp.com,38
ADJ53169541,EMP07030236,Adj752,Smith,adjuster752@corp.com,555-5677,LIC47945386,IL,Auto,2012-12-13,Active,OFF40965277,supervisor@corp.com,80
ADJ25021231,EMP15227151,Adj753,Smith,adjuster753@corp.com,555-9291,LIC58575708,IL,Auto,2000-06-03,Inactive,OFF68548289,supervisor@corp.com,99
ADJ72238348,EMP23198619,Adj754,Smith,adjuster754@corp.com,555-9916,LIC29638984,FL,Fraud,2015-10-21,Active,OFF20133733,supervisor@corp.com,54
ADJ41874123,EMP66083849,Adj755,Smith,adjuster755@corp.com,555-4769,LIC56504090,IL,Fraud,2019-02-26,Inactive,OFF93286245,supervisor@corp.com,88
ADJ84342397,EMP24363757,Adj756,Smith,adjuster756@corp.com,555-5723,LIC22374130,IL,Fraud,2004-02-02,Active,OFF46028679,supervisor@corp.com,11
ADJ13008184,EMP83073621,Adj757,Smith,adjuster757@corp.com,555-3389,LIC71350430,TX,Property,2018-06-08,Active,OFF85329644,supervisor@corp.com,50
ADJ27878151,EMP08512622,Adj758,Smith,adjuster758@corp.com,555-7160,LIC06380777,CA,Fraud,2015-02-16,Inactive,OFF73658956,supervisor@corp.com,62
ADJ41686265,EMP05339908,Adj759,Smith,adjuster759@corp.com,555-4580,LIC37539196,TX,Fraud,2011-06-27,Inactive,OFF70109355,supervisor@corp.com,80
ADJ17891614,EMP14889513,Adj760,Smith,adjuster760@corp.com,555-3110,LIC38687543,CA,Auto,2018-08-30,Active,OFF63524424,supervisor@corp.com,20
ADJ94137423,EMP39897487,Adj761,Smith,adjuster761@corp.com,555-6752,LIC31825788,NY,Fraud,2010-04-08,Inactive,OFF40902126,supervisor@corp.com,27
ADJ68454517,EMP31194655,Adj762,Smith,adjuster762@corp.com,555-2606,LIC10429905,FL,Property,2024-06-30,Inactive,OFF02613657,supervisor@corp.com,38
ADJ17510577,EMP33191546,Adj763,Smith,adjuster763@corp.com,555-5675,LIC35375506,NY,Auto,2010-05-07,Active,OFF66524928,supervisor@corp.com,62
ADJ40646620,EMP41397031,Adj764,Smith,adjuster764@corp.com,555-9651,LIC31404905,WA,Property,2010-01-15,Active,OFF07127852,supervisor@corp.com,98
ADJ40378385,EMP11978795,Adj765,Smith,adjuster765@corp.com,555-9803,LIC88729587,MA,Auto,2007-08-17,Active,OFF58479224,supervisor@corp.com,68
ADJ86842120,EMP79825559,Adj766,Smith,adjuster766@corp.com,555-3216,LIC52194256,TX,Property,2002-11-28,Active,OFF45439584,supervisor@corp.com,45
ADJ62319365,EMP96760508,Adj767,Smith,adjuster767@corp.com,555-7688,LIC22679496,WA,Auto,2013-05-10,Active,OFF50970297,supervisor@corp.com,10
ADJ28472214,EMP25176965,Adj768,Smith,adjuster768@corp.com,555-6928,LIC52368533,WA,Auto,2021-11-10,Inactive,OFF13815535,supervisor@corp.com,87
ADJ26165037,EMP03641224,Adj769,Smith,adjuster769@corp.com,555-9372,LIC98818247,FL,Auto,2007-01-25,Active,OFF92556920,supervisor@corp.com,97
ADJ50753667,EMP46254077,Adj770,Smith,adjuster770@corp.com,555-7775,LIC69455970,FL,Auto,2015-04-05,Inactive,OFF29292785,supervisor@corp.com,13
ADJ73051278,EMP99357359,Adj771,Smith,adjuster771@corp.com,555-3103,LIC73484618,WA,Property,2011-02-28,Inactive,OFF15707068,supervisor@corp.com,34
ADJ50493644,EMP80650255,Adj772,Smith,adjuster772@corp.com,555-5904,LIC99847053,WA,Auto,2002-07-18,Active,OFF83798754,supervisor@corp.com,46
ADJ40255653,EMP41206963,Adj773,Smith,adjuster773@corp.com,555-8492,LIC75150565,TX,Auto,2022-10-02,Active,OFF04895592,supervisor@corp.com,34
ADJ40726397,EMP01825497,Adj774,Smith,adjuster774@corp.com,555-1455,LIC35963317,NY,Auto,2022-08-13,Inactive,OFF45809232,supervisor@corp.com,16
ADJ29059472,EMP15517895,Adj775,Smith,adjuster775@corp.com,555-8840,LIC08767477,IL,Fraud,2002-02-22,Inactive,OFF57436548,supervisor@corp.com,51
ADJ77631034,EMP16521937,Adj776,Smith,adjuster776@corp.com,555-2458,LIC97742459,CA,Auto,2012-10-26,Inactive,OFF75284178,supervisor@corp.com,91
ADJ02109310,EMP68761047,Adj777,Smith,adjuster777@corp.com,555-9634,LIC87082901,TX,Property,2024-04-02,Inactive,OFF72917907,supervisor@corp.com,95
ADJ59558892,EMP92917525,Adj778,Smith,adjuster778@corp.com,555-9452,LIC01793844,IL,Fraud,2022-02-08,Active,OFF84606445,supervisor@corp.com,86
ADJ84510771,EMP52740475,Adj779,Smith,adjuster779@corp.com,555-5629,LIC53710728,IL,Auto,2004-11-06,Inactive,OFF20169682,supervisor@corp.com,70
ADJ62456577,EMP48089284,Adj780,Smith,adjuster780@corp.com,555-1835,LIC64426117,NY,Auto,2007-05-04,Inactive,OFF17534283,supervisor@corp.com,82
ADJ31861721,EMP69467773,Adj781,Smith,adjuster781@corp.com,555-4223,LIC25319746,FL,Property,2023-10-11,Inactive,OFF09073355,supervisor@corp.com,39
ADJ02186781,EMP07258879,Adj782,Smith,adjuster782@corp.com,555-7408,LIC89497597,FL,Auto,2001-12-17,Inactive,OFF53193083,supervisor@corp.com,40
ADJ99059696,EMP58562040,Adj783,Smith,adjuster783@corp.com,555-5037,LIC12249702,FL,Fraud,2022-05-07,Inactive,OFF75359945,supervisor@corp.com,27
ADJ99064902,EMP19290379,Adj784,Smith,adjuster784@corp.com,555-8309,LIC08668808,CA,Auto,2023-03-28,Active,OFF31821604,supervisor@corp.com,53
ADJ47963775,EMP73919016,Adj785,Smith,adjuster785@corp.com,555-6885,LIC80493912,WA,Fraud,2024-03-09,Inactive,OFF48629096,supervisor@corp.com,98
ADJ85852764,EMP97867445,Adj786,Smith,adjuster786@corp.com,555-6927,LIC56083792,NY,Fraud,2006-09-03,Inactive,OFF58435729,supervisor@corp.com,67
ADJ63854066,EMP77085656,Adj787,Smith,adjuster787@corp.com,555-7016,LIC35958231,WA,Fraud,2024-11-15,Inactive,OFF84083760,supervisor@corp.com,64
ADJ17153393,EMP85894287,Adj788,Smith,adjuster788@corp.com,555-5343,LIC33327002,WA,Property,2008-07-12,Active,OFF03684995,supervisor@corp.com,72
ADJ56071876,EMP58440272,Adj789,Smith,adjuster789@corp.com,555-6223,LIC10634299,NY,Property,2021-06-30,Active,OFF12771226,supervisor@corp.com,21
ADJ48200617,EMP30564507,Adj790,Smith,adjuster790@corp.com,555-7535,LIC55094141,CA,Auto,2009-10-19,Inactive,OFF17363266,supervisor@corp.com,58
ADJ91317194,EMP57298532,Adj791,Smith,adjuster791@corp.com,555-9033,LIC79113713,TX,Fraud,2005-03-17,Active,OFF42184968,supervisor@corp.com,93
ADJ90549592,EMP43426217,Adj792,Smith,adjuster792@corp.com,555-7415,LIC01030499,NY,Fraud,2024-09-01,Active,OFF94452157,supervisor@corp.com,99
ADJ20139198,EMP60897339,Adj793,Smith,adjuster793@corp.com,555-5317,LIC44332137,MA,Property,2018-02-01,Active,OFF67281387,supervisor@corp.com,72
ADJ38077552,EMP72779750,Adj794,Smith,adjuster794@corp.com,555-8829,LIC65820317,NY,Property,2010-12-04,Active,OFF16228699,supervisor@corp.com,90
ADJ92491528,EMP65489873,Adj795,Smith,adjuster795@corp.com,555-7085,LIC20675579,IL,Auto,2006-03-30,Active,OFF40162385,supervisor@corp.com,46
ADJ96605833,EMP53240468,Adj796,Smith,adjuster796@corp.com,555-6594,LIC35318536,IL,Property,2006-01-07,Active,OFF95381286,supervisor@corp.com,15
ADJ48622367,EMP39317736,Adj797,Smith,adjuster797@corp.com,555-3391,LIC28076163,WA,Auto,2012-09-28,Inactive,OFF99123529,supervisor@corp.com,53
ADJ56662635,EMP75313091,Adj798,Smith,adjuster798@corp.com,555-9857,LIC10391869,IL,Auto,2008-03-30,Inactive,OFF35122899,supervisor@corp.com,76
ADJ83492445,EMP79715409,Adj799,Smith,adjuster799@corp.com,555-3392,LIC73895881,WA,Property,2011-11-13,Active,OFF79013981,supervisor@corp.com,70
ADJ06812770,EMP22146105,Adj800,Smith,adjuster800@corp.com,555-9951,LIC27484168,MA,Fraud,2010-11-29,Active,OFF36081805,supervisor@corp.com,16
ADJ63983950,EMP38151593,Adj801,Smith,adjuster801@corp.com,555-4646,LIC14833939,NY,Fraud,2000-01-18,Active,OFF01677511,supervisor@corp.com,72
ADJ96198575,EMP46236398,Adj802,Smith,adjuster802@corp.com,555-9217,LIC90322558,WA,Auto,2025-08-16,Inactive,OFF68679699,supervisor@corp.com,91
ADJ63066028,EMP72584521,Adj803,Smith,adjuster803@corp.com,555-7159,LIC60959583,FL,Fraud,2017-03-28,Active,OFF08132871,supervisor@corp.com,86
ADJ06021814,EMP65935576,Adj804,Smith,adjuster804@corp.com,555-8842,LIC69109735,FL,Auto,2011-10-17,Inactive,OFF56211361,supervisor@corp.com,98
ADJ88528652,EMP74508509,Adj805,Smith,adjuster805@corp.com,555-4778,LIC83004783,CA,Auto,2004-05-26,Inactive,OFF47349121,supervisor@corp.com,58
ADJ15534931,EMP74869178,Adj806,Smith,adjuster806@corp.com,555-8515,LIC41925996,TX,Property,2021-08-03,Active,OFF08065908,supervisor@corp.com,27
ADJ77169422,EMP88558661,Adj807,Smith,adjuster807@corp.com,555-6507,LIC96598792,FL,Fraud,2016-04-03,Inactive,OFF09267279,supervisor@corp.com,29
ADJ25144493,EMP49181071,Adj808,Smith,adjuster808@corp.com,555-6306,LIC11432342,MA,Fraud,2001-02-26,Active,OFF56450477,supervisor@corp.com,56
ADJ62015004,EMP73452306,Adj809,Smith,adjuster809@corp.com,555-6313,LIC92843091,CA,Auto,2006-07-06,Inactive,OFF17706323,supervisor@corp.com,40
ADJ54398352,EMP75534784,Adj810,Smith,adjuster810@corp.com,555-9162,LIC56321194,CA,Auto,2019-02-21,Inactive,OFF83281051,supervisor@corp.com,16
ADJ53209898,EMP03850819,Adj811,Smith,adjuster811@corp.com,555-6630,LIC83443556,IL,Fraud,2016-06-17,Inactive,OFF50402624,supervisor@corp.com,80
ADJ65949085,EMP52670181,Adj812,Smith,adjuster812@corp.com,555-2822,LIC39919800,MA,Fraud,2004-11-10,Inactive,OFF89921887,supervisor@corp.com,83
ADJ94180224,EMP03409637,Adj813,Smith,adjuster813@corp.com,555-3508,LIC15153363,FL,Property,2010-09-26,Inactive,OFF42960176,supervisor@corp.com,59
ADJ17261428,EMP04033153,Adj814,Smith,adjuster814@corp.com,555-8829,LIC75886011,IL,Property,2011-10-07,Active,OFF41976835,supervisor@corp.com,89
ADJ03704894,EMP26507038,Adj815,Smith,adjuster815@corp.com,555-4197,LIC73927264,NY,Fraud,2013-07-01,Inactive,OFF03020686,supervisor@corp.com,78
ADJ68587321,EMP47020587,Adj816,Smith,adjuster816@corp.com,555-7542,LIC83513560,NY,Auto,2014-05-26,Inactive,OFF99080036,supervisor@corp.com,100
ADJ46350506,EMP67036957,Adj817,Smith,adjuster817@corp.com,555-1167,LIC37284706,NY,Auto,2013-05-23,Active,OFF81149245,supervisor@corp.com,56
ADJ66651159,EMP60458756,Adj818,Smith,adjuster818@corp.com,555-1129,LIC83425941,NY,Fraud,2015-07-12,Active,OFF85193720,supervisor@corp.com,74
ADJ56905799,EMP87501709,Adj819,Smith,adjuster819@corp.com,555-4977,LIC14915353,NY,Property,2014-02-10,Inactive,OFF60319474,supervisor@corp.com,85
ADJ87882082,EMP76682827,Adj820,Smith,adjuster820@corp.com,555-9230,LIC49364063,CA,Property,2008-06-27,Active,OFF56413586,supervisor@corp.com,79
ADJ86585337,EMP26013154,Adj821,Smith,adjuster821@corp.com,555-4727,LIC84996592,CA,Auto,2002-11-26,Inactive,OFF89339913,supervisor@corp.com,76
ADJ36658774,EMP26761288,Adj822,Smith,adjuster822@corp.com,555-8040,LIC22124376,NY,Property,2011-10-26,Inactive,OFF76611877,supervisor@corp.com,53
ADJ97115649,EMP41634526,Adj823,Smith,adjuster823@corp.com,555-7158,LIC44906415,IL,Property,2013-08-08,Active,OFF83432217,supervisor@corp.com,30
ADJ18409771,EMP39244978,Adj824,Smith,adjuster824@corp.com,555-2532,LIC78386547,FL,Fraud,2001-02-28,Active,OFF24330840,supervisor@corp.com,83
ADJ67837780,EMP99418184,Adj825,Smith,adjuster825@corp.com,555-5674,LIC79834171,CA,Property,2019-01-30,Active,OFF68971637,supervisor@corp.com,81
ADJ34098901,EMP73343645,Adj826,Smith,adjuster826@corp.com,555-1123,LIC59844540,NY,Auto,2009-05-19,Active,OFF47511905,supervisor@corp.com,51
ADJ54417286,EMP07002795,Adj827,Smith,adjuster827@corp.com,555-6506,LIC20424167,WA,Property,2004-01-15,Inactive,OFF73455042,supervisor@corp.com,45
ADJ25112853,EMP97114724,Adj828,Smith,adjuster828@corp.com,555-4392,LIC09772601,FL,Property,2011-02-22,Active,OFF15382012,supervisor@corp.com,44
ADJ05306159,EMP48717648,Adj829,Smith,adjuster829@corp.com,555-2818,LIC91361423,TX,Fraud,2000-01-21,Active,OFF75695986,supervisor@corp.com,40
ADJ36537521,EMP18189032,Adj830,Smith,adjuster830@corp.com,555-3323,LIC36427888,MA,Fraud,2001-04-19,Inactive,OFF54065585,supervisor@corp.com,70
ADJ93061670,EMP12425776,Adj831,Smith,adjuster831@corp.com,555-6529,LIC18224624,WA,Auto,2023-08-29,Inactive,OFF65574888,supervisor@corp.com,27
ADJ46729062,EMP79199416,Adj832,Smith,adjuster832@corp.com,555-9654,LIC16483587,TX,Fraud,2007-10-02,Inactive,OFF91775298,supervisor@corp.com,67
ADJ45567736,EMP89934161,Adj833,Smith,adjuster833@corp.com,555-3286,LIC30520951,NY,Property,2022-11-23,Active,OFF51943339,supervisor@corp.com,58
ADJ63629666,EMP28401569,Adj834,Smith,adjuster834@corp.com,555-4971,LIC00167072,IL,Property,2016-07-24,Active,OFF94087172,supervisor@corp.com,84
ADJ00805701,EMP23442322,Adj835,Smith,adjuster835@corp.com,555-5765,LIC03379267,NY,Fraud,2021-10-09,Inactive,OFF11377866,supervisor@corp.com,58
ADJ11832879,EMP33230885,Adj836,Smith,adjuster836@corp.com,555-1245,LIC53953397,TX,Property,2000-10-27,Active,OFF07160322,supervisor@corp.com,24
ADJ00339320,EMP32286022,Adj837,Smith,adjuster837@corp.com,555-6257,LIC15450007,MA,Auto,2007-01-23,Active,OFF10210066,supervisor@corp.com,42
ADJ24431173,EMP41612069,Adj838,Smith,adjuster838@corp.com,555-9092,LIC17623681,IL,Auto,2009-01-31,Inactive,OFF89718278,supervisor@corp.com,49
ADJ57253228,EMP94591651,Adj839,Smith,adjuster839@corp.com,555-1838,LIC98074765,WA,Property,2002-05-22,Inactive,OFF28905497,supervisor@corp.com,44
ADJ66728344,EMP64694896,Adj840,Smith,adjuster840@corp.com,555-1281,LIC74022506,CA,Auto,2002-10-03,Active,OFF95936407,supervisor@corp.com,85
ADJ65474543,EMP61634903,Adj841,Smith,adjuster841@corp.com,555-1366,LIC50554385,CA,Property,2001-06-17,Active,OFF33089814,supervisor@corp.com,71
ADJ86007322,EMP29281641,Adj842,Smith,adjuster842@corp.com,555-7917,LIC51273656,CA,Auto,2013-07-02,Inactive,OFF94628747,supervisor@corp.com,79
ADJ62778316,EMP55009574,Adj843,Smith,adjuster843@corp.com,555-1202,LIC54224746,CA,Fraud,2010-06-16,Active,OFF18068045,supervisor@corp.com,75
ADJ93015748,EMP53034903,Adj844,Smith,adjuster844@corp.com,555-9691,LIC00332878,CA,Property,2003-07-26,Active,OFF66603587,supervisor@corp.com,53
ADJ21287538,EMP40506302,Adj845,Smith,adjuster845@corp.com,555-5017,LIC75035471,NY,Fraud,2023-11-08,Inactive,OFF22011799,supervisor@corp.com,66
ADJ07160370,EMP10912295,Adj846,Smith,adjuster846@corp.com,555-7267,LIC10082282,FL,Property,2015-04-20,Inactive,OFF58239174,supervisor@corp.com,44
ADJ51678458,EMP38325160,Adj847,Smith,adjuster847@corp.com,555-3770,LIC91840592,IL,Fraud,2007-01-11,Active,OFF66922415,supervisor@corp.com,30
ADJ11816581,EMP05384010,Adj848,Smith,adjuster848@corp.com,555-2290,LIC35342678,NY,Auto,2020-04-03,Inactive,OFF88849588,supervisor@corp.com,50
ADJ64529737,EMP78896432,Adj849,Smith,adjuster849@corp.com,555-2865,LIC17349755,MA,Auto,2011-03-03,Active,OFF54693859,supervisor@corp.com,18
ADJ10876783,EMP87367023,Adj850,Smith,adjuster850@corp.com,555-6037,LIC96046613,MA,Auto,2000-11-02,Inactive,OFF01065505,supervisor@corp.com,41
ADJ73829521,EMP41429774,Adj851,Smith,adjuster851@corp.com,555-2420,LIC24993885,CA,Property,2021-04-14,Inactive,OFF03104878,supervisor@corp.com,77
ADJ99283165,EMP78379299,Adj852,Smith,adjuster852@corp.com,555-3897,LIC83081543,MA,Property,2025-11-30,Inactive,OFF96792247,supervisor@corp.com,77
ADJ04503788,EMP86204958,Adj853,Smith,adjuster853@corp.com,555-9422,LIC04908249,TX,Property,2021-07-26,Inactive,OFF96880928,supervisor@corp.com,47
ADJ71150278,EMP04958971,Adj854,Smith,adjuster854@corp.com,555-1918,LIC43457392,CA,Auto,2011-07-21,Active,OFF73459256,supervisor@corp.com,88
ADJ13715412,EMP20118557,Adj855,Smith,adjuster855@corp.com,555-8445,LIC34165612,TX,Fraud,2018-03-26,Inactive,OFF46362691,supervisor@corp.com,50
ADJ40865402,EMP52146722,Adj856,Smith,adjuster856@corp.com,555-4292,LIC18136066,FL,Fraud,2022-10-25,Inactive,OFF02820441,supervisor@corp.com,68
ADJ75320700,EMP34869462,Adj857,Smith,adjuster857@corp.com,555-1955,LIC04719268,WA,Auto,2016-05-23,Inactive,OFF43695712,supervisor@corp.com,83
